mean,std,10th,90th
0.023987165582067968,0.02258325203727636,0.00983333333333336,0.05366666666666664
0.0283457110790444,0.02339293635003077,0.00216666666666665,0.06133333333333335
0.033124455416787685,0.030326285756458123,0.005500000000000005,0.057999999999999996
0.027786597235740708,0.034548010932218376,0.008000000000000007,0.05033333333333334
0.04582412327311372,0.02554678191236785,0.017500000000000016,0.08100000000000002
0.023339864066193858,0.020054464397208555,0.00983333333333336,0.052166666666666694
0.029324720752498527,0.02954366463428229,0.00216666666666665,0.06133333333333335
0.03078262411347518,0.0296263982404925,0.005500000000000005,0.057999999999999996
0.038916460687382304,0.03728737968337089,0.008000000000000007,0.07150000000000001
0.048987654320987624,0.03515577906540479,0.0003333333333332966,0.08499999999999996
0.0466363420990287,0.0342483600809658,0.013833333333333364,0.09850000000000003
0.03800403986789336,0.032323314167137726,0.006166666666666654,0.06966666666666665
0.03423873165618449,0.042393683953846614,0.009166666666666656,0.054333333333333345
0.06535282888972335,0.02866403382653743,0.02683333333333332,0.10091666666666665
0.044850360983102924,0.030017211908343316,0.009500000000000008,0.08358333333333334
0.030464118457300276,0.02499847891017602,0.0027500000000000024,0.06625
0.030597407510345252,0.025635324376389452,0.00658333333333333,0.0595
0.02352024992472148,0.020082505788649688,0.0001666666666666483,0.042166666666666686
0.023760542794396954,0.018907142871260538,0.0036666666666666514,0.045999999999999985
0.02739784555797626,0.021096168161328522,0.0007499999999999729,0.05366666666666664
0.06152054958183989,0.023621948801060572,0.03391666666666665,0.08683333333333332
0.021481887325637324,0.017236897567135156,0.005083333333333329,0.04741666666666666
0.2761191570881226,0.1814323778991442,0.14450000000000002,0.4196666666666667
0.45557794574890104,0.465411707747897,0.13683333333333336,1.2586666666666666
0.3919593071569544,0.2832373751284775,0.15033333333333332,0.8911666666666666
0.3729074074074074,0.2976063343270738,0.14266666666666666,0.9681666666666666
0.309342483065413,0.34354157084353837,0.07150000000000001,0.897
0.16677796352583585,0.14543743738186998,0.0638333333333333,0.4448333333333333
0.17461319570022105,0.1819742776927187,0.0561666666666667,0.543
0.18394701058201054,0.1775246918535412,0.054333333333333345,0.47978333333334106
0.35717780279153544,0.4495457558232234,0.09450000000000003,1.2374999999999998
0.34185661502849,0.5314445207851967,0.08683333333333332,1.4203333333333332
0.2855491966085616,0.46015577883187564,0.057999999999999996,0.9470000000000001
0.29540670944805975,0.4211720006634342,0.07150000000000001,1.0875
